"anno"	"mese"	"giorno"	"tmed"	"tmax"	"tmin"	"urel"	"prec"
2011	4	1	12.7126245498657	16.4459991455078	9.33100032806396	79.8493804931641	0
2011	4	2	12.7726669311523	16.1259994506836	9.68599987030029	80.1581497192383	-3.46944695195361e-18
2011	4	3	12.2348337173462	15.1809997558594	9.18400001525879	87.9146881103516	0.00199999995529652
2011	4	4	13.1295003890991	15.4619998931885	10.3509998321533	86.5359725952148	0.0649999976158142
2011	4	5	13.4739170074463	17.5240001678467	9.54699993133545	70.4524765014648	0
2011	4	6	13.4077081680298	18.2119998931885	8.66100025177002	62.2302703857422	0
2011	4	7	14.308500289917	17.9890003204346	11.2080001831055	74.4809799194336	0
2011	4	8	14.1452503204346	16.7749996185303	10.9840002059937	84.5069274902344	0
2011	4	9	14.7165832519531	18.242000579834	10.3280000686646	84.5248107910156	0
2011	4	10	15.5999584197998	21.9570007324219	10.9689998626709	67.6152038574219	5.60000014957051e-05
2011	4	11	15.3763332366943	20.2310009002686	10.3669996261597	60.8496170043945	0
2011	4	12	14.0162496566772	16.6019992828369	11.5729999542236	90.5330123901367	0.101999998092651
2011	4	13	12.9629163742065	15.826000213623	9.44299983978271	60.6259536743164	0
2011	4	14	11.2924165725708	14.2200002670288	8.74199962615967	74.1117248535156	2.48199996948242
2011	4	15	10.5546245574951	13.4720001220703	8.66899967193604	81.6066741943359	9.81460037231445
2011	4	16	11.6816253662109	16.2469997406006	6.8600001335144	63.6520042419434	2.66453525910038e-15
2011	4	17	11.9475002288818	16.9540004730225	6.33599996566772	62.8789710998535	0
2011	4	18	11.9692916870117	17.5419998168945	6.21000003814697	62.7651290893555	2.22044604925031e-16
2011	4	19	12.9955835342407	18.9090003967285	6.31699991226196	60.440803527832	0
2011	4	20	12.5354166030884	16.4759998321533	6.83099985122681	67.2408218383789	-5.55111512312578e-17
2011	4	21	12.9924163818359	16.4179992675781	9.19099998474121	71.3772811889648	0
2011	4	22	13.3152503967285	18.3409996032715	8.10499954223633	66.9882965087891	0.0360000014305117
2011	4	23	14.1953754425049	16.2590007781982	12.1899995803833	84.5095596313477	4.96030006408691
2011	4	24	14.4244585037231	17.1459999084473	11.5240001678467	78.6788482666016	0.0129999995231629
2011	4	25	15.6584997177124	20.0240001678467	10.5950002670288	76.910758972168	3.14500007629395
2011	4	26	16.3750839233398	21.2509994506836	11.6169996261597	68.3564529418945	1.5289999961853
2011	4	27	15.2049999237061	19.4790000915527	10.8839998245239	73.1684112548828	0.428999996185303
2011	4	28	14.1655416488647	18.6550006866455	9.35599994659424	75.1518096923828	0.721999979019165
2011	4	29	14.343957901001	17.9050006866455	9.73799991607666	76.7726516723633	0.0629999995231628
2011	4	30	14.3092918395996	19.125	10.7430000305176	80.5225143432617	4.62400016784668
2011	5	1	15.5832080841064	20.0049991607666	11.5600004196167	74.3898391723633	0.796999979019165
2011	5	2	15.1898746490479	18.1609992980957	11.3330001831055	79.7381744384766	-2.22044604925031e-16
2011	5	3	16.2719573974609	19.0049991607666	13.8430004119873	81.9364624023438	0.0529999971389771
2011	5	4	15.1740417480469	18.7320003509521	10.3070001602173	73.0902481079102	0.378999996185303
2011	5	5	14.6523332595825	20.1189994812012	9.30099964141846	59.4290466308594	0
2011	5	6	14.377124786377	18.2150001525879	9.17199993133545	60.1383590698242	2.77555756156289e-17
2011	5	7	14.3295001983643	17.5510005950928	10.2440004348755	74.6273956298828	0
2011	5	8	14.5727117152282	17.7570702241223	11.4123900622111	70.6431999896461	-1.73472347597681e-18
2011	5	9	15.2650003433228	19.2189998626709	11.3780002593994	59.0771102905273	0
2011	5	10	16.3346672058105	22.0590000152588	9.9350004196167	58.7804222106934	1.73472347597681e-18
2011	5	11	16.8599979099091	23.1916791005248	9.67886186207442	67.3645386759942	0
2011	5	12	16.7717424603665	22.5027592741074	10.5646671140174	79.0662182426181	0
2011	5	13	16.2846424023355	20.8840998272372	11.656641563097	88.6383071516649	0
2011	5	14	15.6134392809686	19.2275600511448	12.0190105969646	90.8336516442342	-4.44089209850063e-16
2011	5	15	14.9728746414185	18.4249992370605	10.7159996032715	80.4050979614258	11.7180000305176
2011	5	16	14.6651248931885	18.4309997558594	8.6879997253418	64.1924209594727	0.0970000028610229
2011	5	17	15.3852920532227	18.5200004577637	10.5570001602173	70.7177276611328	0
2011	5	18	16.9426670074463	22.7649993896484	10.6280002593994	63.802547454834	0
2011	5	19	16.5984172821045	20.173999786377	11.1850004196167	73.9914093017578	0
2011	5	20	17.3002090454102	20.4249992370605	13.581000328064	73.7894821166992	0
2011	5	21	18.8193740844727	22.3299999237061	13.9010000228882	70.2482681274414	0
2011	5	22	19.2852916717529	23.8610000610352	13.9779996871948	65.3682327270508	0
2011	5	23	21.3258743286133	26.6140003204346	15.2049999237061	60.362133026123	0
2011	5	24	21.5790824890137	27.1459999084473	15.8680000305176	63.6827659606934	0
2011	5	25	22.7532920837402	28.0049991607666	16.5510005950928	60.5130348205566	0
2011	5	26	21.1340408325195	25.0769996643066	15.7959995269775	67.4534454345703	0
2011	5	27	20.3508758544922	22.7390003204346	17.3439998626709	76.6779403686523	0
2011	5	28	19.658166885376	22.3299999237061	15.6949996948242	59.9485282897949	4.33680868994202e-19
2011	5	29	18.5564994812012	23.1940002441406	12.6870002746582	65.6336975097656	0
2011	5	30	19.3447494506836	23.8269996643066	12.5790004730225	63.556526184082	6.93889390390723e-18
2011	5	31	18.1805000305176	21.2609996795654	14.5649995803833	75.0517196655273	0.111000001430511
2011	6	1	20.500207901001	23.8379993438721	15.9650001525879	76.3760375976562	0
2011	6	2	20.2141246795654	23.2779998779297	16.4360008239746	79.8151702880859	0.559999990463257
2011	6	3	18.9864158630371	21.7929992675781	14.7430000305176	82.7506332397461	1.5960000038147
2011	6	4	19.5884590148926	21.5669994354248	17.9479999542236	85.35986328125	3.69799995422363
2011	6	5	19.355375289917	21.5470008850098	17.5380001068115	79.3128509521484	2.20400009155273
2011	6	6	18.1882915496826	19.8090000152588	14.9930000305176	77.6516571044922	0
2011	6	7	18.8923759460449	21.0440006256104	16.9120006561279	73.9360122680664	0
2011	6	8	19.1854991912842	21.0090007781982	17.2859992980957	80.5764923095703	0
2011	6	9	18.8748741149902	20.9099998474121	16.798999786377	79.4602813720703	6.93889390390723e-18
2011	6	10	19.097541809082	21.0890007019043	16.7639999389648	82.8176879882812	0
2011	6	11	19.8322925567627	23.5109996795654	16.0909996032715	79.3822326660156	8.67361737988404e-19
2011	6	12	20.6161670684814	25.798999786377	15.706000328064	73.3834075927734	0
2011	6	13	20.5385417938232	23.3729991912842	17.673999786377	76.7415466308594	0
2011	6	14	20.4440002441406	23.2089996337891	17.4689998626709	84.5252456665039	0
