"anno"	"mese"	"giorno"	"tmed"	"tmax"	"tmin"	"urel"	"prec"
2011	4	1	13.1490421295166	14.0190000534058	12.0649995803833	81.0275268554688	0
2011	4	2	13.2157497406006	14.1099996566772	12.1859998703003	84.9708709716797	0
2011	4	3	12.3920831680298	13.2110004425049	10.9799995422363	90.3353118896484	0
2011	4	4	13.1661252975464	13.8970003128052	11.951000213623	90.6194152832031	0.0209999993443489
2011	4	5	14.2650833129883	16.5930004119873	11.9910001754761	75.7223205566406	0
2011	4	6	14.0944995880127	14.9329996109009	11.9230003356934	72.2563858032227	1.73472347597681e-18
2011	4	7	14.5915002822876	15.2849998474121	13.8249998092651	79.6961212158203	0
2011	4	8	14.6190414428711	15.2040004730225	13.8680000305176	89.6963882446289	-2.16840434497101e-19
2011	4	9	15.0832080841064	16.4930000305176	13.0679998397827	86.9996337890625	0
2011	4	10	16.6180419921875	20.1590003967285	13.746000289917	68.7826385498047	8.67361737988404e-19
2011	4	11	16.4360408782959	18.9529991149902	14.1330003738403	62.2485008239746	0
2011	4	12	14.8906669616699	16.2490005493164	13.5790004730225	80.8869934082031	0.139999997615814
2011	4	13	14.1232500076294	15.5340003967285	11.826000213623	68.8282470703125	0.0109999999403954
2011	4	14	12.4288330078125	14.4989995956421	10.3470001220703	77.8721160888672	1.34799995422363
2011	4	15	12.2918329238892	14.53600025177	10.125	75.7883071899414	17.2104995727539
2011	4	16	12.860541343689	15.2829999923706	9.50800037384033	69.671516418457	2.66453525910038e-15
2011	4	17	12.6725835800171	14.543999671936	10.128999710083	73.3147888183594	0
2011	4	18	12.6683330535889	14.33899974823	10.2519998550415	72.4980926513672	0
2011	4	19	13.5741662979126	15.5570001602173	10.9270000457764	68.4380874633789	0
2011	4	20	13.8978328704834	16.1219997406006	10.6490001678467	69.9375076293945	0
2011	4	21	13.770583152771	14.9989995956421	11.9270000457764	72.9942626953125	0
2011	4	22	14.2186670303345	16.8570003509521	11.6680002212524	68.8479766845703	0.0300000011920929
2011	4	23	15.0598335266113	17.0310001373291	14.2720003128052	83.155517578125	0.968099975585938
2011	4	24	14.5617504119873	15.3229999542236	13.4329996109009	85.6210479736328	-5.55111512312578e-17
2011	4	25	16.2971668243408	19.0230007171631	13.5979995727539	73.9461364746094	0.226999998092651
2011	4	26	16.4935836791992	18.8969993591309	14.0559997558594	69.5205688476562	0.538000011444092
2011	4	27	15.1992502212524	16.4009990692139	13.3909997940063	79.2137680053711	0
2011	4	28	14.6352500915527	16.0240001678467	12.5819997787476	80.5138473510742	0.0129999995231628
2011	4	29	15.3750419616699	17.3439998626709	13.2559995651245	77.9793930053711	0
2011	4	30	16.0123748779297	18.4769992828369	13.4060001373291	75.1653366088867	3.34420013427734
2011	5	1	16.0187492370605	17.1620006561279	14.2770004272461	78.2178115844727	0
2011	5	2	15.7751245498657	17.8619995117188	13.5579996109009	80.0416564941406	4.44089209850063e-16
2011	5	3	16.6280422210693	17.738000869751	15.2880001068115	82.2502899169922	0
2011	5	4	16.0319175720215	18.1049995422363	13.0170001983643	75.3883514404297	3.4189998626709
2011	5	5	15.3657083511353	18.5659999847412	12.1339998245239	65.1114501953125	0
2011	5	6	15.5786666870117	17.3600006103516	12.6890001296997	71.1597900390625	4.44089209850063e-16
2011	5	7	15.0204582214355	16.0739994049072	13.2299995422363	80.2124786376953	0
2011	5	8	15.2303399682855	16.7006879439309	13.5203512751028	75.2300933563475	0
2011	5	9	16.0040836334229	17.9529991149902	13.5299997329712	67.2491836547852	0
2011	5	10	16.6378326416016	18.3950004577637	13.4569997787476	69.3072662353516	0
2011	5	11	17.2641066625917	18.9618418891611	14.1190407541811	75.698873142621	0
2011	5	12	17.8000314799835	19.6864283958047	15.2063718153367	82.3446649271386	0
2011	5	13	18.0495360913845	20.2029941577579	16.0672824368407	86.8484687182266	0
2011	5	14	17.8165494944026	20.1457733550841	16.0500620933195	86.8141116452072	0
2011	5	15	16.9050006866455	19.1490001678467	14.5030002593994	79.8454208374023	21.9919006347656
2011	5	16	15.653416633606	17.4650001525879	12.2709999084473	71.1279678344727	1.77635683940025e-15
2011	5	17	15.8961668014526	17.2159996032715	13.5670003890991	78.2895736694336	0
2011	5	18	17.091625213623	18.3460006713867	14.8590002059937	73.8525314331055	0
2011	5	19	17.3902492523193	18.8050003051758	15.3229999542236	77.0188598632812	0
2011	5	20	17.5044174194336	18.3430004119873	16.0970001220703	81.9471664428711	-2.77555756156289e-17
2011	5	21	18.6122074127197	20.2409992218018	16.4120006561279	76.1685028076172	0
2011	5	22	19.6772079467773	20.9409999847412	17.7549991607666	70.2090301513672	0
2011	5	23	20.4517078399658	22.9680004119873	18.1509990692139	71.3851852416992	0
2011	5	24	20.7112922668457	21.9559993743896	18.6019992828369	73.6952590942383	-4.33680868994202e-19
2011	5	25	22.1923751831055	24.3369998931885	19.3199996948242	67.8939743041992	0
2011	5	26	21.3617076873779	22.8290004730225	19.0650005340576	69.4705123901367	1.73472347597681e-18
2011	5	27	20.138542175293	20.878999710083	18.367000579834	85.6754150390625	0.0600000023841858
2011	5	28	20.007833480835	21.757999420166	17.9200000762939	65.8198852539062	1.04083408558608e-17
2011	5	29	18.9682083129883	20.128999710083	16.7290000915527	74.9981689453125	0
2011	5	30	19.7325000762939	21.1469993591309	17.326000213623	71.3108291625977	1.73472347597681e-18
2011	5	31	18.673957824707	19.7390003204346	16.8279991149902	82.6547088623047	0.0109999999403954
2011	6	1	20.5738754272461	22.5869998931885	18.6800003051758	79.6586227416992	0
2011	6	2	20.0556659698486	22.0149993896484	18.367000579834	82.2125854492188	0.1
2011	6	3	19.1767501831055	20.3689994812012	17.4200000762939	86.6999435424805	3.36100006103516
2011	6	4	19.7257919311523	21.2910003662109	18.7070007324219	87.7270126342773	16.5628005981445
2011	6	5	19.4329166412354	19.9939994812012	18.7759990692139	84.4475555419922	13.8830001831055
2011	6	6	18.8238334655762	19.7250003814697	16.8589992523193	84.7334518432617	4.825
2011	6	7	18.950834274292	20.1469993591309	17.3560009002686	82.5054931640625	0
2011	6	8	18.91579246521	19.7329998016357	17.496000289917	85.5837249755859	0
2011	6	9	19.1303329467773	19.8419990539551	18.1609992980957	85.4931945800781	-5.55111512312578e-17
2011	6	10	18.9736671447754	19.6219997406006	18.0230007171631	87.5763168334961	0
2011	6	11	19.2562084197998	20.3250007629395	17.9130001068115	85.1792297363281	3.46944695195361e-18
2011	6	12	20.2526664733887	21.1609992980957	18.6299991607666	77.1294097900391	0
2011	6	13	20.1108341217041	20.7789993286133	19.2800006866455	83.2673110961914	0
2011	6	14	20.3796253204346	21.2870006561279	18.8540000915527	86.5054550170898	0
2011	6	15	21.2011661529541	22.0960006713867	19.673999786377	90.5366744995117	2.71050543121376e-20
2011	6	16	22.2975826263428	23.7070007324219	19.8239994049072	71.5729370117188	0
2011	6	17	20.2652912139893	21.3589992523193	18.5429992675781	82.3817749023438	0
2011	6	18	20.0963745117188	20.9179992675781	18.8449993133545	85.9010543823242	0
2011	6	19	20.4939994812012	21.4209995269775	19.1569995880127	83.547966003418	-5.42101086242752e-20
2011	6	20	21.0244159698486	21.8339996337891	19.7840003967285	87.5881118774414	0
2011	6	21	21.2195835113525	22.0200004577637	19.5240001678467	88.0534515380859	0.00599999986588955
2011	6	22	21.5649166107178	23.2670001983643	19.6539993286133	77.0304489135742	0
2011	6	23	22.4572086334229	24.5049991607666	19.9540004730225	69.6948165893555	8.67361737988404e-19
2011	6	24	21.9915828704834	22.8449993133545	21.0400009155273	83.4871597290039	0
2011	6	25	22.1451244354248	23.2639999389648	20.2040004730225	88.3030242919922	-1.38777878078145e-17
