"anno"	"mese"	"giorno"	"tmed"	"tmax"	"tmin"	"urel"	"prec"
2011	4	1	13.4709587097168	14.4619998931885	11.9750003814697	83.7299957275391	0
2011	4	2	13.8557081222534	14.125	13.3900003433228	86.3755187988281	0
2011	4	3	13.364333152771	13.6709995269775	12.8369998931885	89.6853790283203	0
2011	4	4	13.648416519165	14.4980001449585	12.7270002365112	90.8389663696289	6.7762635780344e-21
2011	4	5	14.3188753128052	16.1550006866455	12.4409999847412	78.5503997802734	0
2011	4	6	14.4596662521362	15.1820001602173	12.9420003890991	79.2119979858398	0
2011	4	7	15.0095415115356	15.3920001983643	13.8669996261597	81.6931304931641	0
2011	4	8	14.7250003814697	15.3479995727539	13.951000213623	90.5024795532227	1.73472347597681e-18
2011	4	9	15.6951665878296	17.1060009002686	14.1140003204346	86.8116836547852	0
2011	4	10	16.1397075653076	18.1730003356934	13.8290004730225	78.0218505859375	-2.77555756156289e-17
2011	4	11	16.6473331451416	17.8780002593994	15.4700002670288	66.1637878417969	0
2011	4	12	15.354416847229	16.9650001525879	14.6789999008179	79.5454559326172	1.73400001525879
2011	4	13	14.6422500610352	16.4400005340576	12.9700002670288	66.9846496582031	0
2011	4	14	13.6288747787476	14.4399995803833	13.0410003662109	80.2731628417969	2.83560009002686
2011	4	15	13.1309585571289	15.1870002746582	10.2309999465942	77.5979614257812	8.73820037841797
2011	4	16	13.7098751068115	15.6560001373291	10.3039999008179	71.1200790405273	4.44089209850063e-16
2011	4	17	13.99524974823	15.5080003738403	11.4350004196167	73.1459426879883	0
2011	4	18	13.6439580917358	14.5959997177124	11.2690000534058	76.6007843017578	-2.22044604925031e-16
2011	4	19	14.3511247634888	15.6890001296997	11.8730001449585	72.4629745483398	0
2011	4	20	14.6905002593994	16.238000869751	12.1709995269775	68.248291015625	0
2011	4	21	14.365291595459	14.9530000686646	13.6009998321533	77.4011764526367	0
2011	4	22	14.7192497253418	15.9589996337891	13.2480001449585	72.522590637207	0.0889999985694889
2011	4	23	14.9547080993652	15.9580001831055	14.0380001068115	85.1792678833008	8.48830032348633
2011	4	24	14.8732080459595	15.3570003509521	14	89.3729629516602	-4.44089209850063e-16
2011	4	25	16.0290412902832	17.7189998626709	14.3489999771118	80.1269760131836	0.0239999994635582
2011	4	26	16.9856243133545	18.8349990844727	15.3439998626709	71.5660095214844	1.76941794549634e-16
2011	4	27	15.7617082595825	17.382999420166	14.4300003051758	79.4203414916992	0
2011	4	28	15.3243751525879	16.0349998474121	14.164999961853	82.7299575805664	0
2011	4	29	15.3992919921875	16.5599994659424	14.2069997787476	81.194694519043	0
2011	4	30	16.3393325805664	17.7679996490479	13.9879999160767	78.7180328369141	1.84009990692139
2011	5	1	16.3656253814697	17.4519996643066	14.7819995880127	80.2293472290039	0
2011	5	2	16.0008754730225	17.5429992675781	15.2279996871948	82.3050384521484	0
2011	5	3	16.9460411071777	17.7900009155273	15.5200004577637	81.4160842895508	0
2011	5	4	16.6653747558594	17.8570003509521	15.2609996795654	77.4861068725586	8.51600036621094
2011	5	5	15.9748334884644	17.6889991760254	14.0109996795654	72.5356369018555	0
2011	5	6	16.2345409393311	17.2240009307861	15.0649995803833	75.8517684936523	0
2011	5	7	15.8219585418701	16.2759990692139	15.2700004577637	83.3545227050781	0
2011	5	8	15.8622303229749	16.1880076287308	15.7563504920051	80.3581866170634	0
2011	5	9	16.4543743133545	17.2560005187988	15.6709995269775	74.4789733886719	0
2011	5	10	17.1860408782959	19.0219993591309	14.2069997787476	75.6385345458984	-3.90312782094782e-18
2011	5	11	17.7566722003006	20.0168125521241	13.8133431159314	78.8485390971993	0
2011	5	12	18.0907658390158	20.1468138237002	14.5429761892914	81.5662545951711	0
2011	5	13	18.1653813335134	19.7526085338749	15.5928376146588	82.8951070386839	0
2011	5	14	17.957578222865	19.1748020426639	16.159866007865	81.9385224266077	0
2011	5	15	17.4444160461426	18.753999710083	15.4409999847412	77.7999267578125	32.9830993652344
2011	5	16	16.7572498321533	18.3560009002686	14.081000328064	74.4095001220703	-1.77635683940025e-15
2011	5	17	16.6838340759277	17.3570003509521	15.6709995269775	82.6906433105469	0
2011	5	18	17.6387500762939	18.4290008544922	16.0949993133545	80.0788116455078	8.88178419700125e-16
2011	5	19	17.9418334960938	18.9130001068115	16.5310001373291	76.4072494506836	0
2011	5	20	17.9281253814697	18.4740009307861	17.173999786377	83.9666748046875	0
2011	5	21	18.808292388916	19.8929996490479	17.4379997253418	80.4546508789062	0
2011	5	22	19.5540828704834	20.3059997558594	18.3740005493164	77.4248580932617	-6.93889390390723e-18
2011	5	23	20.8440418243408	23.9220008850098	18.9650001525879	73.5549240112305	0
2011	5	24	20.8371658325195	22.4689998626709	19.3309993743896	76.8625946044922	0
2011	5	25	21.3986663818359	22.6469993591309	19.8659992218018	75.0084075927734	0
2011	5	26	21.1345825195312	22.4969997406006	19.9029998779297	74.0754318237305	0
2011	5	27	20.4280414581299	20.8980007171631	19.4549999237061	88.406867980957	0
2011	5	28	20.2102088928223	21.7119998931885	18.0939998626709	68.6894989013672	0
2011	5	29	19.3665008544922	20.3239994049072	18.1319999694824	80.9244232177734	0
2011	5	30	19.9992504119873	21.0979995727539	18.5860004425049	77.2912902832031	-3.46944695195361e-18
2011	5	31	19.1776256561279	19.5799999237061	18.4820003509521	86.5078353881836	0
2011	6	1	20.6889171600342	22.0009994506836	19.2849998474121	80.6224212646484	-5.55111512312578e-17
2011	6	2	20.1031665802002	20.6030006408691	19.2709999084473	83.6803512573242	0
2011	6	3	19.2187080383301	20.05299949646	17.6620006561279	87.2918930053711	3.95
2011	6	4	19.5658740997314	20.4169998168945	19.0189990997314	89.6875839233398	31.1290008544922
2011	6	5	19.4254589080811	19.8040008544922	18.7770004272461	86.4050140380859	18.0300003051758
2011	6	6	19.3079586029053	20.0480003356934	17.2810001373291	86.0000381469727	41.1919006347656
2011	6	7	19.1491661071777	19.6879997253418	18.1639995574951	85.6621322631836	7.105427357601e-15
2011	6	8	19.095458984375	19.7080001831055	18.0620002746582	87.8110046386719	0
2011	6	9	19.0155410766602	19.3010005950928	18.2469997406006	89.5225143432617	-8.88178419700125e-16
2011	6	10	19.1299171447754	19.4020004272461	18.375	89.5961074829102	0
2011	6	11	19.5775833129883	20.2889995574951	18.625	88.0569229125977	0
2011	6	12	20.2866668701172	21.0799999237061	19.2779998779297	82.4966278076172	0
