"nome_loc","lat","lon","alfa_l","alfa_u","alfa_a","MAE_sim","ME_sim","RMSE_sim","success_sim","ind_data_confronto"
Piombino,44.11793056,9.841513889,0.5,0,0,69.2673333333333,62.2806666666667,116.909600461211,1,2275
Piombino,44.11793056,9.841513889,0.5,0,1e-05,63.2126666666667,53.8113333333333,108.379653871625,1,2284
Piombino,44.11793056,9.841513889,0.5,0,2e-05,77.8166666666667,71.6513333333333,131.412348328965,1,2293
Piombino,44.11793056,9.841513889,0.5,0,3e-05,76.872,70.5173333333333,131.708250614758,1,2302
Piombino,44.11793056,9.841513889,0.5,0,4e-05,75.2306666666667,67.2853333333333,127.156141705123,1,2311
Piombino,44.11793056,9.841513889,0.5,0,5e-05,90.9673333333333,84.8873333333333,150.17418069251,1,2320
Piombino,44.11793056,9.841513889,0.6,0,0,49.05,37.33,84.0297643298691,1,2329
Piombino,44.11793056,9.841513889,0.6,0,1e-05,44.5993333333333,33.1433333333333,78.4815661583449,1,2338
Piombino,44.11793056,9.841513889,0.6,0,2e-05,50.428,40.044,86.47798949251,1,2347
Piombino,44.11793056,9.841513889,0.6,0,3e-05,55.0026666666667,45.1226666666667,94.7925386655863,1,2356
Piombino,44.11793056,9.841513889,0.6,0,4e-05,64.2953333333333,57.4153333333333,108.269043959943,1,2365
Piombino,44.11793056,9.841513889,0.6,0,5e-05,60.774,53.198,104.517275063344,1,2374
Piombino,44.11793056,9.841513889,0.7,0,0,45.4513333333333,35.6966666666667,79.6114227147503,1,2383
Piombino,44.11793056,9.841513889,0.7,0,1e-05,43.9886666666667,34.938,76.0592613690141,1,2392
Piombino,44.11793056,9.841513889,0.7,0,2e-05,41.4646666666667,29.586,72.2006322225321,1,2401
Piombino,44.11793056,9.841513889,0.7,0,3e-05,39.4773333333333,27.584,67.2409607307927,1,2410
Piombino,44.11793056,9.841513889,0.7,0,4e-05,48.1973333333333,39.644,83.5187595693327,1,2419
Piombino,44.11793056,9.841513889,0.7,0,5e-05,56.0046666666667,49.2126666666667,93.6087039400361,1,2428
Piombino,44.11793056,9.841513889,0.8,0,0,29.8506666666667,15.7453333333333,52.0161300623823,1,2437
Piombino,44.11793056,9.841513889,0.8,0,1e-05,35.3226666666667,22.7253333333333,60.8540496598213,1,2446
Piombino,44.11793056,9.841513889,0.8,0,2e-05,42.0946666666667,32.232,73.1138921591968,1,2455
Piombino,44.11793056,9.841513889,0.8,0,3e-05,35.4466666666667,23.8333333333333,64.0222850784527,1,2464
Piombino,44.11793056,9.841513889,0.8,0,4e-05,43.7633333333333,32.9873333333333,75.8506246952961,1,2473
Piombino,44.11793056,9.841513889,0.8,0,5e-05,42.6846666666667,33.4553333333333,74.4344756144624,1,2482
Piombino,44.11793056,9.841513889,0.9,0,0,30.654,15.6473333333333,52.3736945422031,1,2491
Piombino,44.11793056,9.841513889,0.9,0,1e-05,34.9553333333333,22.962,60.7293006710929,1,2500
Piombino,44.11793056,9.841513889,0.9,0,2e-05,36.6613333333333,24.724,64.1488664488054,1,2509
Piombino,44.11793056,9.841513889,0.9,0,3e-05,28.3093333333333,13.5426666666667,48.6763655175692,1,2518
Piombino,44.11793056,9.841513889,0.9,0,4e-05,34.664,22.3506666666667,59.1378204986735,1,2527
Piombino,44.11793056,9.841513889,0.9,0,5e-05,30.402,16.0713333333333,51.7142454906447,1,2536
Piombino,44.11793056,9.841513889,1,0,0,23.898,1.614,38.4305428880034,1,2545
Piombino,44.11793056,9.841513889,1,0,1e-05,24.7746666666667,6.93733333333333,42.005267923599,1,2554
Piombino,44.11793056,9.841513889,1,0,2e-05,30.508,16.312,52.4432480560336,1,2563
