"nome_loc","lat","lon","alfa_l","alfa_u","alfa_a","MAE_sim","ME_sim","RMSE_sim","success_sim","ind_data_confronto"
Pisa,44.11793056,9.841513889,0.5,0,0,58.6086666666667,51.2393333333333,97.9356882176598,1,4543
Pisa,44.11793056,9.841513889,0.5,0,1e-05,61.0773333333333,55.18,99.889458636368,1,4552
Pisa,44.11793056,9.841513889,0.5,0,2e-05,57.92,50.3226666666667,96.0203871407873,1,4561
Pisa,44.11793056,9.841513889,0.5,0,3e-05,81.0713333333333,76.6526666666667,129.045800499926,1,4570
Pisa,44.11793056,9.841513889,0.5,0,4e-05,73.928,68.548,120.572891480631,1,4579
Pisa,44.11793056,9.841513889,0.5,0,5e-05,77.738,71.782,127.664470703481,1,4588
Pisa,44.11793056,9.841513889,0.6,0,0,51.6806666666667,46.914,85.049162958844,1,4597
Pisa,44.11793056,9.841513889,0.6,0,1e-05,51.1246666666667,45.6526666666667,85.1145608381237,1,4606
Pisa,44.11793056,9.841513889,0.6,0,2e-05,54.0253333333333,47.84,89.0019406529993,1,4615
Pisa,44.11793056,9.841513889,0.6,0,3e-05,50.304,44.036,83.741710515131,1,4624
Pisa,44.11793056,9.841513889,0.6,0,4e-05,50.3706666666667,42.988,82.6095445655848,1,4633
Pisa,44.11793056,9.841513889,0.6,0,5e-05,63.2773333333333,58.3786666666667,102.480190476013,1,4642
Pisa,44.11793056,9.841513889,0.7,0,0,41.2346666666667,36.0173333333333,68.924021743753,1,4651
Pisa,44.11793056,9.841513889,0.7,0,1e-05,35.7186666666667,26.8706666666667,59.9781622481605,1,4660
Pisa,44.11793056,9.841513889,0.7,0,2e-05,40.0233333333333,31.5793333333333,66.8115102857784,1,4669
Pisa,44.11793056,9.841513889,0.7,0,3e-05,43.7966666666667,36.7433333333333,72.9003561948317,1,4678
Pisa,44.11793056,9.841513889,0.7,0,4e-05,38.9273333333333,31.1686666666667,65.7495448906936,1,4687
Pisa,44.11793056,9.841513889,0.7,0,5e-05,44.8713333333333,38.23,72.8471981616315,1,4696
Pisa,44.11793056,9.841513889,0.8,0,0,32.032,25.4293333333333,54.0498194878268,1,4705
Pisa,44.11793056,9.841513889,0.8,0,1e-05,32.8753333333333,25.27,55.4725566984853,1,4714
Pisa,44.11793056,9.841513889,0.8,0,2e-05,32.3613333333333,24.9813333333333,54.9071036084282,1,4723
Pisa,44.11793056,9.841513889,0.8,0,3e-05,28.028,16.472,46.0079526458923,1,4732
Pisa,44.11793056,9.841513889,0.8,0,4e-05,37.2713333333333,29.05,62.6872355959861,1,4741
Pisa,44.11793056,9.841513889,0.8,0,5e-05,35.582,28.29,59.385753510417,1,4750
Pisa,44.11793056,9.841513889,0.9,0,0,28.0013333333333,22.0546666666667,49.3111370787574,1,4759
Pisa,44.11793056,9.841513889,0.9,0,1e-05,22.8253333333333,11.3146666666667,35.8118464570967,1,4768
Pisa,44.11793056,9.841513889,0.9,0,2e-05,29.2693333333333,20.8866666666667,49.8614969691043,1,4777
Pisa,44.11793056,9.841513889,0.9,0,3e-05,24.6793333333333,13.1393333333333,41.3207829870958,1,4786
Pisa,44.11793056,9.841513889,0.9,0,4e-05,25.6266666666667,15.944,42.3000425531701,1,4795
Pisa,44.11793056,9.841513889,0.9,0,5e-05,31.3526666666667,25.3713333333333,53.4463542878901,1,4804
Pisa,44.11793056,9.841513889,1,0,0,23.772,16.3493333333333,41.1347162382336,1,4813
Pisa,44.11793056,9.841513889,1,0,1e-05,23.77,15.0646666666667,40.9697522570005,1,4822
Pisa,44.11793056,9.841513889,1,0,2e-05,24.7093333333333,16.176,41.7073675346055,1,4831
Pisa,44.11793056,9.841513889,1,0,3e-05,24.26,14.816,40.6644795040258,1,4840
Pisa,44.11793056,9.841513889,1,0,4e-05,23.3333333333333,16.1186666666667,39.5050447411467,1,4849
Pisa,44.11793056,9.841513889,1,0,5e-05,22.8026666666667,11.016,37.2858529024973,1,4858
Pisa,44.11793056,9.841513889,1.1,0,0,16.7673333333333,0.566,25.4157061676437,1,4867
Pisa,44.11793056,9.841513889,1.1,0,1e-05,19.9193333333333,9.43266666666667,32.957532067799,1,4876
Pisa,44.11793056,9.841513889,1.1,0,2e-05,22.2406666666667,13.1793333333333,38.5112452841158,1,4885
Pisa,44.11793056,9.841513889,1.1,0,3e-05,22.4586666666667,12.5306666666667,38.8193487838217,1,4894
Pisa,44.11793056,9.841513889,1.1,0,4e-05,20.6973333333333,11.4106666666667,34.6050339305329,1,4903
Pisa,44.11793056,9.841513889,1.1,0,5e-05,20.486,10.078,33.5939564009163,1,4912
Pisa,44.11793056,9.841513889,1.2,0,0,15.6233333333333,0.015333333333333,24.2270044922328,1,4921
Pisa,44.11793056,9.841513889,1.2,0,1e-05,16.6513333333333,4.13266666666667,27.3830753081777,1,4930
Pisa,44.11793056,9.841513889,1.2,0,2e-05,17.7966666666667,8.83,31.5656697484255,1,4939
Pisa,44.11793056,9.841513889,1.2,0,3e-05,17.8506666666667,7.756,29.5568045183057,1,4948
Pisa,44.11793056,9.841513889,1.2,0,4e-05,18.63,9.31133333333333,31.3633240160117,1,4957
Pisa,44.11793056,9.841513889,1.2,0,5e-05,17.1633333333333,-1.29933333333333,25.0223556045389,1,4966
Pisa,44.11793056,9.841513889,1.3,0,0,15.538,6.234,26.8873643185791,1,4975
Pisa,44.11793056,9.841513889,1.3,0,1e-05,15.3946666666667,3.8,25.5993255119479,1,4984
Pisa,44.11793056,9.841513889,1.3,0,2e-05,15.2466666666667,-1.80133333333333,22.5403998781447,1,4993
