"nome_loc","lat","lon","alfa_l","alfa_u","alfa_a","MAE_sim","ME_sim","RMSE_sim","success_sim","ind_data_confronto"
Marina di Bibbona,44.11793056,9.841513889,0.5,0,0,69.3733333333333,32.2426666666667,113.505538190874,1,3031
Marina di Bibbona,44.11793056,9.841513889,0.5,0,1e-05,67.4733333333333,30.916,109.050565029867,1,3040
Marina di Bibbona,44.11793056,9.841513889,0.5,0,2e-05,68.9926666666667,28.7006666666667,109.27005902808,1,3049
Marina di Bibbona,44.11793056,9.841513889,0.5,0,3e-05,69.1866666666667,23.5506666666667,105.053413334995,1,3058
Marina di Bibbona,44.11793056,9.841513889,0.5,0,4e-05,73.686,31.0606666666667,112.472592513317,1,3067
Marina di Bibbona,44.11793056,9.841513889,0.5,0,5e-05,82.3226666666667,47.2693333333333,129.913536271886,1,3076
Marina di Bibbona,44.11793056,9.841513889,0.6,0,0,51.9913333333333,-2.97133333333333,75.1911469079528,1,3085
Marina di Bibbona,44.11793056,9.841513889,0.6,0,1e-05,58.6546666666667,12.6453333333333,90.9787161923051,1,3094
Marina di Bibbona,44.11793056,9.841513889,0.6,0,2e-05,58.5713333333333,7.35666666666667,87.3571505182413,1,3103
Marina di Bibbona,44.11793056,9.841513889,0.6,0,3e-05,53.0726666666667,2.35133333333333,78.5204522826166,1,3112
Marina di Bibbona,44.11793056,9.841513889,0.6,0,4e-05,61.7826666666667,16.728,95.528319431116,1,3121
Marina di Bibbona,44.11793056,9.841513889,0.6,0,5e-05,63.1713333333333,18.0926666666667,95.6312864426003,1,3130
Marina di Bibbona,44.11793056,9.841513889,0.7,0,0,51.2586666666667,-0.885333333333332,76.3883786972861,1,3139
Marina di Bibbona,44.11793056,9.841513889,0.7,0,1e-05,49.096,-7.23733333333333,70.6898751826125,1,3148
Marina di Bibbona,44.11793056,9.841513889,0.7,0,2e-05,49.55,-6.882,72.2534172663596,1,3157
Marina di Bibbona,44.11793056,9.841513889,0.7,0,3e-05,50.714,-3.62466666666667,73.6906319690637,1,3166
Marina di Bibbona,44.11793056,9.841513889,0.7,0,4e-05,49.7853333333333,-8.884,70.2512054463599,1,3175
Marina di Bibbona,44.11793056,9.841513889,0.7,0,5e-05,57.1033333333333,15.3766666666667,90.0532076052819,1,3184
Marina di Bibbona,44.11793056,9.841513889,0.8,0,0,45.1966666666667,-8.574,65.1422839636438,1,3193
Marina di Bibbona,44.11793056,9.841513889,0.8,0,1e-05,46.5433333333333,-11.6553333333333,65.5616466134482,1,3202
Marina di Bibbona,44.11793056,9.841513889,0.8,0,2e-05,50.67,-3.254,74.2660684296671,1,3211
Marina di Bibbona,44.11793056,9.841513889,0.8,0,3e-05,46.5906666666667,-12.4213333333333,65.5723878879924,1,3220
Marina di Bibbona,44.11793056,9.841513889,0.8,0,4e-05,48.744,-14.1746666666667,66.8452672969448,1,3229
Marina di Bibbona,44.11793056,9.841513889,0.8,0,5e-05,48.0293333333333,-6.08133333333333,70.5290037738612,1,3238
Marina di Bibbona,44.11793056,9.841513889,0.9,0,0,49.1346666666667,-19.6706666666667,65.7265166174708,1,3247
Marina di Bibbona,44.11793056,9.841513889,0.9,0,1e-05,46.2146666666667,-14.064,64.297950200609,1,3256
Marina di Bibbona,44.11793056,9.841513889,0.9,0,2e-05,47.2626666666667,-27.964,60.994638890097,1,3265
Marina di Bibbona,44.11793056,9.841513889,0.9,0,3e-05,46.4426666666667,-14.3706666666667,64.7118319938479,1,3274
Marina di Bibbona,44.11793056,9.841513889,0.9,0,4e-05,47.464,-17.7026666666667,63.8436283430069,1,3283
Marina di Bibbona,44.11793056,9.841513889,0.9,0,5e-05,45.974,-10.578,65.3679010932226,1,3292
Marina di Bibbona,44.11793056,9.841513889,1,0,0,47.362,-23.7673333333333,61.4123526119406,1,3301
Marina di Bibbona,44.11793056,9.841513889,1,0,1e-05,47.7113333333333,-26.278,60.8617862592503,1,3310
Marina di Bibbona,44.11793056,9.841513889,1,0,2e-05,46.0746666666667,-16.2426666666667,62.9203163797937,1,3319
Marina di Bibbona,44.11793056,9.841513889,1,0,3e-05,46.2873333333333,-23.574,60.3437343889156,1,3328
Marina di Bibbona,44.11793056,9.841513889,1,0,4e-05,48.5406666666667,-23.7926666666667,63.0084750913187,1,3337
Marina di Bibbona,44.11793056,9.841513889,1,0,5e-05,47.3646666666667,-25.4993333333333,61.5651101409448,1,3346
Marina di Bibbona,44.11793056,9.841513889,1.1,0,0,46.816,-25.1613333333333,59.9029846780053,1,3355
Marina di Bibbona,44.11793056,9.841513889,1.1,0,1e-05,45.898,-23.3313333333333,59.094377961585,1,3364
Marina di Bibbona,44.11793056,9.841513889,1.1,0,2e-05,46.9246666666667,-22.662,61.2297125040885,1,3373
Marina di Bibbona,44.11793056,9.841513889,1.1,0,3e-05,47.1986666666667,-26.6893333333333,59.7755753910687,1,3382
Marina di Bibbona,44.11793056,9.841513889,1.1,0,4e-05,47.576,-26.4253333333333,60.8674196375477,1,3391
Marina di Bibbona,44.11793056,9.841513889,1.1,0,5e-05,45.5653333333333,-21.3613333333333,60.0184082872358,1,3400
Marina di Bibbona,44.11793056,9.841513889,1.2,0,0,47.9253333333333,-30.2906666666667,60.5630853463285,1,3409
Marina di Bibbona,44.11793056,9.841513889,1.2,0,1e-05,47.2846666666667,-28.7673333333333,59.8666750927982,1,3418
Marina di Bibbona,44.11793056,9.841513889,1.2,0,2e-05,49.776,-36.5626666666667,62.7980613288871,1,3427
Marina di Bibbona,44.11793056,9.841513889,1.2,0,3e-05,47.136,-28.1093333333333,59.8603866787823,1,3436
Marina di Bibbona,44.11793056,9.841513889,1.2,0,4e-05,48.5233333333333,-28.3286666666667,61.5201041394871,1,3445
Marina di Bibbona,44.11793056,9.841513889,1.2,0,5e-05,46.038,-26.9526666666667,58.9380249640813,1,3454
Marina di Bibbona,44.11793056,9.841513889,1.3,0,0,47.8713333333333,-29.8246666666667,59.9342136012478,1,3463
Marina di Bibbona,44.11793056,9.841513889,1.3,0,1e-05,46.7206666666667,-28.7366666666667,58.7024697947199,1,3472
Marina di Bibbona,44.11793056,9.841513889,1.3,0,2e-05,47.7433333333333,-38.8833333333333,61.3495368089007,1,3481
Marina di Bibbona,44.11793056,9.841513889,1.3,0,3e-05,48.008,-36.2093333333333,60.9750287686142,1,3490
Marina di Bibbona,44.11793056,9.841513889,1.3,0,4e-05,47.9373333333333,-32.6,60.4600579997516,1,3499
Marina di Bibbona,44.11793056,9.841513889,1.3,0,5e-05,46.498,-35.2353333333333,59.1731825520086,1,3508
Marina di Bibbona,44.11793056,9.841513889,1.4,0,0,48.6,-37.5946666666667,61.6583362301211,1,3517
Marina di Bibbona,44.11793056,9.841513889,1.4,0,1e-05,47.8046666666667,-39.6233333333333,61.4678442764996,1,3526
Marina di Bibbona,44.11793056,9.841513889,1.4,0,2e-05,49.828,-43.8226666666667,64.7373627307549,1,3535
Marina di Bibbona,44.11793056,9.841513889,1.4,0,3e-05,47.6873333333333,-34.6753333333333,59.9778317936441,1,3544
